Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       4/4           __gnu_cxx::__enable_if<std::__is_byte<unsigned char>::__value, void>::__type std::__fill_a<unsigned char>(unsigned char*, unsigned char*, unsigned char const&) [467]
-----------------------------------------------
                0.00    0.00       4/4           std::tuple_element<0ul, std::tuple<std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter> >::type& std::get<0ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>(std::tuple<std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [462]
[460]    0.0    0.00    0.00       4         std::filesystem::__cxx11::path::_List::_Impl*& std::__get_helper<0ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>(std::_Tuple_impl<0ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [460]
                0.00    0.00       4/4           std::_Tuple_impl<0ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>::_M_head(std::_Tuple_impl<0ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [439]
-----------------------------------------------
                0.00    0.00       4/4           std::tuple_element<1ul, std::tuple<std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter> >::type& std::get<1ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>(std::tuple<std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [463]
[461]    0.0    0.00    0.00       4         std::filesystem::__cxx11::path::_List::_Impl_deleter& std::__get_helper<1ul, std::filesystem::__cxx11::path::_List::_Impl_deleter>(std::_Tuple_impl<1ul, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [461]
                0.00    0.00       4/4           std::_Tuple_impl<1ul, std::filesystem::__cxx11::path::_List::_Impl_deleter>::_M_head(std::_Tuple_impl<1ul, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [440]
-----------------------------------------------
                0.00    0.00       4/4           std::__uniq_ptr_impl<std::filesystem::__cxx11::path::_List::_Impl, std::filesystem::__cxx11::path::_List::_Impl_deleter>::_M_ptr() [445]
[462]    0.0    0.00    0.00       4         std::tuple_element<0ul, std::tuple<std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter> >::type& std::get<0ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>(std::tuple<std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [462]
                0.00    0.00       4/4           std::filesystem::__cxx11::path::_List::_Impl*& std::__get_helper<0ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>(std::_Tuple_impl<0ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [460]
-----------------------------------------------
                0.00    0.00       4/4           std::__uniq_ptr_impl<std::filesystem::__cxx11::path::_List::_Impl, std::filesystem::__cxx11::path::_List::_Impl_deleter>::_M_deleter() [444]
[463]    0.0    0.00    0.00       4         std::tuple_element<1ul, std::tuple<std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter> >::type& std::get<1ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>(std::tuple<std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [463]
                0.00    0.00       4/4           std::filesystem::__cxx11::path::_List::_Impl_deleter& std::__get_helper<1ul, std::filesystem::__cxx11::path::_List::_Impl_deleter>(std::_Tuple_impl<1ul, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [461]
-----------------------------------------------
                0.00    0.00       1/4           std::unique_ptr<Filter, std::default_delete<Filter> >::~unique_ptr() [133]
                0.00    0.00       3/4           std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Filter*> >, std::is_move_constructible<Filter*>, std::is_move_assignable<Filter*> >::value, void>::type std::swap<Filter*>(Filter*&, Filter*&) [707]
[464]    0.0    0.00    0.00       4         std::remove_reference<Filter*&>::type&& std::move<Filter*&>(Filter*&) [464]
-----------------------------------------------
                0.00    0.00       4/4           std::unique_ptr<std::filesystem::__cxx11::path::_List::_Impl, std::filesystem::__cxx11::path::_List::_Impl_deleter>::~unique_ptr() [438]
[465]    0.0    0.00    0.00       4         std::remove_reference<std::filesystem::__cxx11::path::_List::_Impl*&>::type&& std::move<std::filesystem::__cxx11::path::_List::_Impl*&>(std::filesystem::__cxx11::path::_List::_Impl*&) [465]
-----------------------------------------------
                0.00    0.00       1/4           unsigned char* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&) [685]
                0.00    0.00       3/4           unsigned char* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned char*, unsigned long>(unsigned char*, unsigned long) [512]
[466]    0.0    0.00    0.00       4         unsigned char* std::fill_n<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&) [466]
                0.00    0.00       4/6664        unsigned char* std::__niter_base<unsigned char*>(unsigned char*) [268]
                0.00    0.00       4/4           __gnu_cxx::__enable_if<std::__is_byte<unsigned char>::__value, unsigned char*>::__type std::__fill_n_a<unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&) [459]
                0.00    0.00       4/6664        unsigned char* std::__niter_wrap<unsigned char*>(unsigned char* const&, unsigned char*) [269]
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::__enable_if<std::__is_byte<unsigned char>::__value, unsigned char*>::__type std::__fill_n_a<unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&) [459]
[467]    0.0    0.00    0.00       4         __gnu_cxx::__enable_if<std::__is_byte<unsigned char>::__value, void>::__type std::__fill_a<unsigned char>(unsigned char*, unsigned char*, unsigned char const&) [467]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[468]    0.0    0.00    0.00       3         check_valid_input(int) [468]
                0.00    0.00       9/9           std::vector<int, std::allocator<int> >::end() [356]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::begin() [390]
                0.00    0.00       3/3           std::allocator<int>::allocator() [491]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [525]
                0.00    0.00       3/9           std::allocator<int>::~allocator() [354]
                0.00    0.00       3/3           void std::generate<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, check_valid_input(int)::{lambda()#1}>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, check_valid_input(int)::{lambda()#1}, check_valid_input(int)::{lambda()#1}) [565]
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, double>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, double const&) [555]
                0.00    0.00       3/3           bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [481]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::~vector() [526]
-----------------------------------------------
                0.00    0.00       3/3           stbiw__wpcrc(unsigned char**, int) [470]
[469]    0.0    0.00    0.00       3         stbiw__crc32(unsigned char*, int) [469]
-----------------------------------------------
                0.00    0.00       3/3           stbi_write_png_to_mem [32]
[470]    0.0    0.00    0.00       3         stbiw__wpcrc(unsigned char**, int) [470]
                0.00    0.00       3/3           stbiw__crc32(unsigned char*, int) [469]
-----------------------------------------------
                0.00    0.00       1/3           stbi__getn(stbi__context*, unsigned char*, int) [625]
                0.00    0.00       2/3           stbi__refill_buffer(stbi__context*) [569]
[471]    0.0    0.00    0.00       3         stbi__stdio_read(void*, char*, int) [471]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<double>::allocator() [490]
[472]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<double>::new_allocator() [472]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [509]
[473]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [473]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [510]
[474]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [474]
                0.00    0.00       3/6           __gnu_cxx::new_allocator<int>::max_size() const [382]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<int>::allocator() [491]
[475]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<int>::new_allocator() [475]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::operator=(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const&) [518]
[476]    0.0    0.00    0.00       3         __gnu_cxx::__alloc_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >, std::vector<unsigned char, std::allocator<unsigned char> > >::_S_propagate_on_copy_assign() [476]
-----------------------------------------------
                0.00    0.00       3/3           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [529]
[477]    0.0    0.00    0.00       3         bool __gnu_cxx::__is_null_pointer<char const>(char const*) [477]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(__gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*) [116]
[478]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >::operator++() [478]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__ops::_Iter_equals_val<double const> __gnu_cxx::__ops::__iter_equals_val<double const>(double const&) [480]
[479]    0.0    0.00    0.00       3         __gnu_cxx::__ops::_Iter_equals_val<double const>::_Iter_equals_val(double const&) [479]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, double>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, double const&) [555]
[480]    0.0    0.00    0.00       3         __gnu_cxx::__ops::_Iter_equals_val<double const> __gnu_cxx::__ops::__iter_equals_val<double const>(double const&) [480]
                0.00    0.00       3/3           __gnu_cxx::__ops::_Iter_equals_val<double const>::_Iter_equals_val(double const&) [479]
-----------------------------------------------
                0.00    0.00       3/3           check_valid_input(int) [468]
[481]    0.0    0.00    0.00       3         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [481]
                0.00    0.00       6/40          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [304]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy_aux<false>::__destroy<__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > >(__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >, __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >) [497]
[482]    0.0    0.00    0.00       3         bool __gnu_cxx::operator!=<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >(__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > const&) [482]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >::base() const [343]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(__gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*) [116]
[483]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >::operator*() const [483]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(__gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*) [538]
[484]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >::operator+(long) const [484]
                0.00    0.00       3/9           __gnu_cxx::__normal_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > > >::__normal_iterator(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >* const&) [349]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >, std::vector<unsigned char, std::allocator<unsigned char> >*>(__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >, std::vector<unsigned char, std::allocator<unsigned char> >*) [539]
[485]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >::operator+(long) const [485]
                0.00    0.00       3/9           __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >::__normal_iterator(std::vector<unsigned char, std::allocator<unsigned char> >* const&) [350]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [134]
[486]    0.0    0.00    0.00       3         std::initializer_list<double>::end() const [486]
                0.00    0.00       3/6           std::initializer_list<double>::begin() const [383]
                0.00    0.00       3/3           std::initializer_list<double>::size() const [487]
-----------------------------------------------
                0.00    0.00       3/3           std::initializer_list<double>::end() const [486]
[487]    0.0    0.00    0.00       3         std::initializer_list<double>::size() const [487]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::operator=(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const&) [518]
[488]    0.0    0.00    0.00       3         std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::capacity() const [488]
-----------------------------------------------
                0.00    0.00       1/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [691]
                0.00    0.00       2/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [605]
[489]    0.0    0.00    0.00       3         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length() const [489]
-----------------------------------------------
                0.00    0.00       3/3           Sobal_y::set_filter() [121]
[490]    0.0    0.00    0.00       3         std::allocator<double>::allocator() [490]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<double>::new_allocator() [472]
-----------------------------------------------
                0.00    0.00       3/3           check_valid_input(int) [468]
[491]    0.0    0.00    0.00       3         std::allocator<int>::allocator() [491]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<int>::new_allocator() [475]
-----------------------------------------------
                0.00    0.00       3/3           std::_Tuple_impl<0ul, Sobal_y*, std::default_delete<Sobal_y> >::_M_head(std::_Tuple_impl<0ul, Sobal_y*, std::default_delete<Sobal_y> >&) [493]
[492]    0.0    0.00    0.00       3         std::_Head_base<0ul, Sobal_y*, false>::_M_head(std::_Head_base<0ul, Sobal_y*, false>&) [492]
-----------------------------------------------
                0.00    0.00       3/3           Sobal_y*& std::__get_helper<0ul, Sobal_y*, std::default_delete<Sobal_y> >(std::_Tuple_impl<0ul, Sobal_y*, std::default_delete<Sobal_y> >&) [536]
[493]    0.0    0.00    0.00       3         std::_Tuple_impl<0ul, Sobal_y*, std::default_delete<Sobal_y> >::_M_head(std::_Tuple_impl<0ul, Sobal_y*, std::default_delete<Sobal_y> >&) [493]
                0.00    0.00       3/3           std::_Head_base<0ul, Sobal_y*, false>::_M_head(std::_Head_base<0ul, Sobal_y*, false>&) [492]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >* std::__copy_move_a<false, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*) [541]
[494]    0.0    0.00    0.00       3         std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*) [494]
                0.00    0.00       3/3           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::operator=(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const&) [518]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<unsigned char, std::allocator<unsigned char> >* std::__copy_move_a<false, std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<unsigned char, std::allocator<unsigned char> >*>(std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<unsigned char, std::allocator<unsigned char> >*) [542]
[495]    0.0    0.00    0.00       3         std::vector<unsigned char, std::allocator<unsigned char> >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<unsigned char, std::allocator<unsigned char> >*>(std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<unsigned char, std::allocator<unsigned char> >*) [495]
